Kontener{masa=788, producent='COSCO', towar='Telefon'} Poziom: 0 Kolumna: 0 Pozycja: 0
Kontener{masa=9872, producent='Maersk', towar='Banany'} Poziom: 0 Kolumna: 8 Pozycja: 13
Kontener{masa=9871, producent='Swire', towar='Banany'} Poziom: 0 Kolumna: 8 Pozycja: 14
Kontener{masa=9868, producent='COSCO', towar='Banany'} Poziom: 0 Kolumna: 8 Pozycja: 15
Kontener{masa=9868, producent='Swire', towar='Farba'} Poziom: 0 Kolumna: 8 Pozycja: 16
Kontener{masa=9865, producent='Maersk', towar='Farba'} Poziom: 0 Kolumna: 8 Pozycja: 17
Kontener{masa=9865, producent='Evergreen', towar='Banany'} Poziom: 0 Kolumna: 8 Pozycja: 18
Kontener{masa=9863, producent='Maersk', towar='Ropa'} Poziom: 0 Kolumna: 8 Pozycja: 19
Kontener{masa=671, producent='Matson', towar='Telefon'} Poziom: 0 Kolumna: 8 Pozycja: 20
Kontener{masa=846, producent='COSCO', towar='Sok porzeczkowy'} Poziom: 0 Kolumna: 8 Pozycja: 21
Kontener{masa=430, producent='Matson', towar='Sok jabłkowy'} Poziom: 0 Kolumna: 8 Pozycja: 22
Kontener{masa=293, producent='CMA CMG', towar='Sok pomarańczowy'} Poziom: 0 Kolumna: 8 Pozycja: 23
Kontener{masa=67, producent='Matson', towar='Sok porzeczkowy'} Poziom: 0 Kolumna: 8 Pozycja: 24
Kontener{masa=2565, producent='Swire', towar='Banany'} Poziom: 0 Kolumna: 8 Pozycja: 25
Kontener{masa=640, producent='CMA CMG', towar='Procesor'} Poziom: 0 Kolumna: 8 Pozycja: 26
Kontener{masa=1357, producent='COSCO', towar='Banany'} Poziom: 0 Kolumna: 8 Pozycja: 27
Kontener{masa=2381, producent='Maersk', towar='Banany'} Poziom: 0 Kolumna: 8 Pozycja: 28
Kontener{masa=778, producent='COSCO', towar='Komputer'} Poziom: 0 Kolumna: 8 Pozycja: 29
Kontener{masa=2393, producent='Maersk', towar='Rozpuszczalnik'} Poziom: 0 Kolumna: 9 Pozycja: 0
Kontener{masa=3044, producent='Matson', towar='Ropa'} Poziom: 0 Kolumna: 9 Pozycja: 1
Kontener{masa=207, producent='Maersk', towar='Procesor'} Poziom: 0 Kolumna: 9 Pozycja: 2
Kontener{masa=443, producent='CMA CMG', towar='Komputer'} Poziom: 0 Kolumna: 9 Pozycja: 3
Kontener{masa=45, producent='Matson', towar='Telewizor'} Poziom: 0 Kolumna: 9 Pozycja: 4
Kontener{masa=153, producent='CMA CMG', towar='Telewizor'} Poziom: 0 Kolumna: 9 Pozycja: 5
Kontener{masa=497, producent='Matson', towar='Kwas'} Poziom: 0 Kolumna: 9 Pozycja: 6
Kontener{masa=2748, producent='COSCO', towar='Banany'} Poziom: 0 Kolumna: 9 Pozycja: 7
Kontener{masa=863, producent='Swire', towar='Sok wiśniowy'} Poziom: 0 Kolumna: 9 Pozycja: 8
Kontener{masa=698, producent='Maersk', towar='Sok porzeczkowy'} Poziom: 0 Kolumna: 9 Pozycja: 9
Kontener{masa=9862, producent='CMA CMG', towar='Kwas'} Poziom: 0 Kolumna: 9 Pozycja: 10
Kontener{masa=9859, producent='Evergreen', towar='Farba'} Poziom: 0 Kolumna: 9 Pozycja: 11
Kontener{masa=9857, producent='Maersk', towar='Ropa'} Poziom: 0 Kolumna: 9 Pozycja: 12
Kontener{masa=9856, producent='CMA CMG', towar='Rozpuszczalnik'} Poziom: 0 Kolumna: 9 Pozycja: 13
Kontener{masa=9856, producent='Swire', towar='Banany'} Poziom: 0 Kolumna: 9 Pozycja: 14
Kontener{masa=9853, producent='CMA CMG', towar='Rozpuszczalnik'} Poziom: 0 Kolumna: 9 Pozycja: 15
Kontener{masa=9853, producent='COSCO', towar='Banany'} Poziom: 0 Kolumna: 9 Pozycja: 16
Kontener{masa=9852, producent='CMA CMG', towar='Banany'} Poziom: 0 Kolumna: 9 Pozycja: 17
Kontener{masa=9852, producent='Matson', towar='Kwas'} Poziom: 0 Kolumna: 9 Pozycja: 18
Kontener{masa=9850, producent='CMA CMG', towar='Farba'} Poziom: 0 Kolumna: 9 Pozycja: 19
Kontener{masa=213, producent='CMA CMG', towar='Telefon'} Poziom: 0 Kolumna: 9 Pozycja: 20
Kontener{masa=2219, producent='Swire', towar='Farba'} Poziom: 0 Kolumna: 9 Pozycja: 21
Kontener{masa=75, producent='Maersk', towar='Komputer'} Poziom: 0 Kolumna: 9 Pozycja: 22
Kontener{masa=616, producent='Maersk', towar='Sok jabłkowy'} Poziom: 0 Kolumna: 9 Pozycja: 23
Kontener{masa=100, producent='Swire', towar='Sok jabłkowy'} Poziom: 0 Kolumna: 9 Pozycja: 24
Kontener{masa=401, producent='Matson', towar='Sok pomarańczowy'} Poziom: 0 Kolumna: 9 Pozycja: 25
Kontener{masa=1277, producent='COSCO', towar='Ropa'} Poziom: 0 Kolumna: 9 Pozycja: 26
Kontener{masa=808, producent='COSCO', towar='Telewizor'} Poziom: 0 Kolumna: 9 Pozycja: 27
Kontener{masa=1719, producent='COSCO', towar='Banany'} Poziom: 0 Kolumna: 9 Pozycja: 28
Kontener{masa=1844, producent='COSCO', towar='Banany'} Poziom: 0 Kolumna: 9 Pozycja: 29
Kontener{masa=370, producent='COSCO', towar='Sok wiśniowy'} Poziom: 0 Kolumna: 10 Pozycja: 0
Kontener{masa=1878, producent='Matson', towar='Banany'} Poziom: 0 Kolumna: 10 Pozycja: 1
Kontener{masa=89, producent='Maersk', towar='Banany'} Poziom: 0 Kolumna: 10 Pozycja: 2
Kontener{masa=381, producent='Swire', towar='Procesor'} Poziom: 0 Kolumna: 10 Pozycja: 3
Kontener{masa=685, producent='CMA CMG', towar='Sok jabłkowy'} Poziom: 0 Kolumna: 10 Pozycja: 4
Kontener{masa=952, producent='Matson', towar='Procesor'} Poziom: 0 Kolumna: 10 Pozycja: 5
Kontener{masa=861, producent='Swire', towar='Telewizor'} Poziom: 0 Kolumna: 10 Pozycja: 6
Kontener{masa=356, producent='COSCO', towar='Sok wiśniowy'} Poziom: 0 Kolumna: 10 Pozycja: 7
Kontener{masa=700, producent='Swire', towar='Sok porzeczkowy'} Poziom: 0 Kolumna: 10 Pozycja: 8
Kontener{masa=577, producent='COSCO', towar='Sok wiśniowy'} Poziom: 0 Kolumna: 10 Pozycja: 9
Kontener{masa=9847, producent='Matson', towar='Kwas'} Poziom: 0 Kolumna: 10 Pozycja: 10
Kontener{masa=9845, producent='COSCO', towar='Rozpuszczalnik'} Poziom: 0 Kolumna: 10 Pozycja: 11
Kontener{masa=9843, producent='Evergreen', towar='Farba'} Poziom: 0 Kolumna: 10 Pozycja: 12
Kontener{masa=9843, producent='Matson', towar='Banany'} Poziom: 0 Kolumna: 10 Pozycja: 13
Kontener{masa=9842, producent='CMA CMG', towar='Banany'} Poziom: 0 Kolumna: 10 Pozycja: 14
Kontener{masa=9839, producent='Matson', towar='Banany'} Poziom: 0 Kolumna: 10 Pozycja: 15
Kontener{masa=9839, producent='Maersk', towar='Banany'} Poziom: 0 Kolumna: 10 Pozycja: 16
Kontener{masa=9838, producent='Swire', towar='Rozpuszczalnik'} Poziom: 0 Kolumna: 10 Pozycja: 17
Kontener{masa=9838, producent='Swire', towar='Banany'} Poziom: 0 Kolumna: 10 Pozycja: 18
Kontener{masa=9837, producent='Maersk', towar='Banany'} Poziom: 0 Kolumna: 10 Pozycja: 19
Kontener{masa=703, producent='Evergreen', towar='Sok wiśniowy'} Poziom: 0 Kolumna: 10 Pozycja: 20
Kontener{masa=410, producent='Matson', towar='Sok wiśniowy'} Poziom: 0 Kolumna: 10 Pozycja: 21
Kontener{masa=696, producent='COSCO', towar='Sok wiśniowy'} Poziom: 0 Kolumna: 10 Pozycja: 22
Kontener{masa=994, producent='Maersk', towar='Sok wiśniowy'} Poziom: 0 Kolumna: 10 Pozycja: 23
Kontener{masa=804, producent='Swire', towar='Sok porzeczkowy'} Poziom: 0 Kolumna: 10 Pozycja: 24
Kontener{masa=433, producent='CMA CMG', towar='Sok porzeczkowy'} Poziom: 0 Kolumna: 10 Pozycja: 25
Kontener{masa=520, producent='Maersk', towar='Sok wiśniowy'} Poziom: 0 Kolumna: 10 Pozycja: 26
Kontener{masa=646, producent='Maersk', towar='Sok porzeczkowy'} Poziom: 0 Kolumna: 10 Pozycja: 27
Kontener{masa=353, producent='Matson', towar='Telewizor'} Poziom: 0 Kolumna: 10 Pozycja: 28
Kontener{masa=383, producent='Maersk', towar='Procesor'} Poziom: 0 Kolumna: 10 Pozycja: 29
Kontener{masa=730, producent='Matson', towar='Sok jabłkowy'} Poziom: 0 Kolumna: 11 Pozycja: 0
Kontener{masa=776, producent='Swire', towar='Sok pomarańczowy'} Poziom: 0 Kolumna: 11 Pozycja: 1
Kontener{masa=565, producent='Maersk', towar='Komputer'} Poziom: 0 Kolumna: 11 Pozycja: 2
Kontener{masa=382, producent='CMA CMG', towar='Sok porzeczkowy'} Poziom: 0 Kolumna: 11 Pozycja: 3
Kontener{masa=988, producent='Maersk', towar='Ropa'} Poziom: 0 Kolumna: 11 Pozycja: 4
Kontener{masa=627, producent='Maersk', towar='Banany'} Poziom: 0 Kolumna: 11 Pozycja: 5
Kontener{masa=3125, producent='CMA CMG', towar='Farba'} Poziom: 0 Kolumna: 11 Pozycja: 6
Kontener{masa=899, producent='CMA CMG', towar='Sok wiśniowy'} Poziom: 0 Kolumna: 11 Pozycja: 7
Kontener{masa=126, producent='Matson', towar='Sok wiśniowy'} Poziom: 0 Kolumna: 11 Pozycja: 8
Kontener{masa=914, producent='Evergreen', towar='Telefon'} Poziom: 0 Kolumna: 11 Pozycja: 9
Kontener{masa=9837, producent='Maersk', towar='Rozpuszczalnik'} Poziom: 0 Kolumna: 11 Pozycja: 10
Kontener{masa=9836, producent='Matson', towar='Ropa'} Poziom: 0 Kolumna: 11 Pozycja: 11
Kontener{masa=9835, producent='Evergreen', towar='Banany'} Poziom: 0 Kolumna: 11 Pozycja: 12
Kontener{masa=9832, producent='Maersk', towar='Banany'} Poziom: 0 Kolumna: 11 Pozycja: 13
Kontener{masa=9831, producent='CMA CMG', towar='Banany'} Poziom: 0 Kolumna: 11 Pozycja: 14
Kontener{masa=9828, producent='Matson', towar='Banany'} Poziom: 0 Kolumna: 11 Pozycja: 15
Kontener{masa=9827, producent='Evergreen', towar='Kwas'} Poziom: 0 Kolumna: 11 Pozycja: 16
Kontener{masa=9825, producent='CMA CMG', towar='Banany'} Poziom: 0 Kolumna: 11 Pozycja: 17
Kontener{masa=9823, producent='COSCO', towar='Banany'} Poziom: 0 Kolumna: 11 Pozycja: 18
Kontener{masa=9821, producent='CMA CMG', towar='Rozpuszczalnik'} Poziom: 0 Kolumna: 11 Pozycja: 19
Kontener{masa=904, producent='Swire', towar='Telewizor'} Poziom: 0 Kolumna: 11 Pozycja: 20
Kontener{masa=372, producent='Evergreen', towar='Sok porzeczkowy'} Poziom: 0 Kolumna: 11 Pozycja: 21
Kontener{masa=2520, producent='Swire', towar='Banany'} Poziom: 0 Kolumna: 11 Pozycja: 22
Kontener{masa=125, producent='Swire', towar='Sok jabłkowy'} Poziom: 0 Kolumna: 11 Pozycja: 23
Kontener{masa=871, producent='Evergreen', towar='Sok pomarańczowy'} Poziom: 0 Kolumna: 11 Pozycja: 24
Kontener{masa=410, producent='Evergreen', towar='Sok jabłkowy'} Poziom: 0 Kolumna: 11 Pozycja: 25
Kontener{masa=857, producent='Swire', towar='Komputer'} Poziom: 0 Kolumna: 11 Pozycja: 26
Kontener{masa=523, producent='Matson', towar='Telewizor'} Poziom: 0 Kolumna: 11 Pozycja: 27
Kontener{masa=608, producent='Maersk', towar='Procesor'} Poziom: 0 Kolumna: 11 Pozycja: 28
Kontener{masa=1436, producent='Matson', towar='Banany'} Poziom: 0 Kolumna: 11 Pozycja: 29
Kontener{masa=69, producent='Evergreen', towar='Sok porzeczkowy'} Poziom: 0 Kolumna: 12 Pozycja: 0
Kontener{masa=929, producent='Maersk', towar='Sok porzeczkowy'} Poziom: 0 Kolumna: 12 Pozycja: 1
Kontener{masa=572, producent='Maersk', towar='Sok pomarańczowy'} Poziom: 0 Kolumna: 12 Pozycja: 2
Kontener{masa=46, producent='Maersk', towar='Procesor'} Poziom: 0 Kolumna: 12 Pozycja: 3
Kontener{masa=1556, producent='Swire', towar='Banany'} Poziom: 0 Kolumna: 12 Pozycja: 4
Kontener{masa=285, producent='Swire', towar='Telefon'} Poziom: 0 Kolumna: 12 Pozycja: 5
Kontener{masa=106, producent='Maersk', towar='Telefon'} Poziom: 0 Kolumna: 12 Pozycja: 6
Kontener{masa=1794, producent='Swire', towar='Kwas'} Poziom: 0 Kolumna: 12 Pozycja: 7
Kontener{masa=359, producent='Maersk', towar='Sok jabłkowy'} Poziom: 0 Kolumna: 12 Pozycja: 8
Kontener{masa=553, producent='COSCO', towar='Procesor'} Poziom: 0 Kolumna: 12 Pozycja: 9
Kontener{masa=9821, producent='Matson', towar='Banany'} Poziom: 0 Kolumna: 12 Pozycja: 10
Kontener{masa=9820, producent='CMA CMG', towar='Farba'} Poziom: 0 Kolumna: 12 Pozycja: 11
Kontener{masa=9818, producent='Matson', towar='Banany'} Poziom: 0 Kolumna: 12 Pozycja: 12
Kontener{masa=9814, producent='Swire', towar='Banany'} Poziom: 0 Kolumna: 12 Pozycja: 13
Kontener{masa=9814, producent='Swire', towar='Ropa'} Poziom: 0 Kolumna: 12 Pozycja: 14
Kontener{masa=9813, producent='Maersk', towar='Banany'} Poziom: 0 Kolumna: 12 Pozycja: 15
Kontener{masa=9812, producent='Swire', towar='Rozpuszczalnik'} Poziom: 0 Kolumna: 12 Pozycja: 16
Kontener{masa=9808, producent='Evergreen', towar='Banany'} Poziom: 0 Kolumna: 12 Pozycja: 17
Kontener{masa=9805, producent='Swire', towar='Banany'} Poziom: 0 Kolumna: 12 Pozycja: 18
Kontener{masa=9804, producent='Evergreen', towar='Banany'} Poziom: 0 Kolumna: 12 Pozycja: 19
Kontener{masa=73, producent='Matson', towar='Procesor'} Poziom: 0 Kolumna: 12 Pozycja: 20
Kontener{masa=965, producent='CMA CMG', towar='Sok jabłkowy'} Poziom: 0 Kolumna: 12 Pozycja: 21
Kontener{masa=485, producent='Swire', towar='Sok pomarańczowy'} Poziom: 0 Kolumna: 12 Pozycja: 22
Kontener{masa=60, producent='Swire', towar='Sok jabłkowy'} Poziom: 0 Kolumna: 12 Pozycja: 23
Kontener{masa=1763, producent='CMA CMG', towar='Banany'} Poziom: 0 Kolumna: 12 Pozycja: 24
Kontener{masa=152, producent='Maersk', towar='Sok jabłkowy'} Poziom: 0 Kolumna: 12 Pozycja: 25
Kontener{masa=319, producent='CMA CMG', towar='Komputer'} Poziom: 0 Kolumna: 12 Pozycja: 26
Kontener{masa=782, producent='Maersk', towar='Procesor'} Poziom: 0 Kolumna: 12 Pozycja: 27
Kontener{masa=2408, producent='Evergreen', towar='Kwas'} Poziom: 0 Kolumna: 12 Pozycja: 28
Kontener{masa=2504, producent='COSCO', towar='Rozpuszczalnik'} Poziom: 0 Kolumna: 12 Pozycja: 29
Kontener{masa=761, producent='COSCO', towar='Banany'} Poziom: 0 Kolumna: 13 Pozycja: 0
Kontener{masa=432, producent='CMA CMG', towar='Sok pomarańczowy'} Poziom: 0 Kolumna: 13 Pozycja: 1
Kontener{masa=509, producent='COSCO', towar='Sok jabłkowy'} Poziom: 0 Kolumna: 13 Pozycja: 2
Kontener{masa=698, producent='Swire', towar='Banany'} Poziom: 0 Kolumna: 13 Pozycja: 3
Kontener{masa=351, producent='Swire', towar='Rozpuszczalnik'} Poziom: 0 Kolumna: 13 Pozycja: 4
Kontener{masa=415, producent='CMA CMG', towar='Sok pomarańczowy'} Poziom: 0 Kolumna: 13 Pozycja: 5
Kontener{masa=343, producent='CMA CMG', towar='Komputer'} Poziom: 0 Kolumna: 13 Pozycja: 6
Kontener{masa=295, producent='CMA CMG', towar='Sok wiśniowy'} Poziom: 0 Kolumna: 13 Pozycja: 7
Kontener{masa=251, producent='Evergreen', towar='Telewizor'} Poziom: 0 Kolumna: 13 Pozycja: 8
Kontener{masa=68, producent='Maersk', towar='Sok porzeczkowy'} Poziom: 0 Kolumna: 13 Pozycja: 9
Kontener{masa=9803, producent='Maersk', towar='Farba'} Poziom: 0 Kolumna: 13 Pozycja: 10
Kontener{masa=9803, producent='CMA CMG', towar='Rozpuszczalnik'} Poziom: 0 Kolumna: 13 Pozycja: 11
Kontener{masa=9803, producent='Swire', towar='Banany'} Poziom: 0 Kolumna: 13 Pozycja: 12
Kontener{masa=9801, producent='Matson', towar='Rozpuszczalnik'} Poziom: 0 Kolumna: 13 Pozycja: 13
Kontener{masa=9801, producent='Matson', towar='Banany'} Poziom: 0 Kolumna: 13 Pozycja: 14
Kontener{masa=9801, producent='COSCO', towar='Farba'} Poziom: 0 Kolumna: 13 Pozycja: 15
Kontener{masa=9799, producent='CMA CMG', towar='Kwas'} Poziom: 0 Kolumna: 13 Pozycja: 16
Kontener{masa=9797, producent='Swire', towar='Banany'} Poziom: 0 Kolumna: 13 Pozycja: 17
Kontener{masa=9795, producent='Maersk', towar='Banany'} Poziom: 0 Kolumna: 13 Pozycja: 18
Kontener{masa=9794, producent='Maersk', towar='Rozpuszczalnik'} Poziom: 0 Kolumna: 13 Pozycja: 19
Kontener{masa=417, producent='Swire', towar='Telewizor'} Poziom: 0 Kolumna: 13 Pozycja: 20
Kontener{masa=220, producent='Swire', towar='Komputer'} Poziom: 0 Kolumna: 13 Pozycja: 21
Kontener{masa=356, producent='Maersk', towar='Procesor'} Poziom: 0 Kolumna: 13 Pozycja: 22
Kontener{masa=508, producent='Matson', towar='Sok pomarańczowy'} Poziom: 0 Kolumna: 13 Pozycja: 23
Kontener{masa=62, producent='Swire', towar='Komputer'} Poziom: 0 Kolumna: 13 Pozycja: 24
Kontener{masa=1800, producent='Evergreen', towar='Banany'} Poziom: 0 Kolumna: 13 Pozycja: 25
Kontener{masa=1136, producent='Maersk', towar='Farba'} Poziom: 0 Kolumna: 13 Pozycja: 26
Kontener{masa=2046, producent='Swire', towar='Banany'} Poziom: 0 Kolumna: 13 Pozycja: 27
Kontener{masa=106, producent='Evergreen', towar='Sok wiśniowy'} Poziom: 0 Kolumna: 13 Pozycja: 28
Kontener{masa=599, producent='Matson', towar='Sok pomarańczowy'} Poziom: 0 Kolumna: 13 Pozycja: 29
Kontener{masa=949, producent='CMA CMG', towar='Telefon'} Poziom: 0 Kolumna: 14 Pozycja: 0
Kontener{masa=990, producent='Swire', towar='Procesor'} Poziom: 0 Kolumna: 14 Pozycja: 1
Kontener{masa=206, producent='Swire', towar='Sok wiśniowy'} Poziom: 0 Kolumna: 14 Pozycja: 2
Kontener{masa=462, producent='Evergreen', towar='Sok wiśniowy'} Poziom: 0 Kolumna: 14 Pozycja: 3
Kontener{masa=44, producent='Evergreen', towar='Sok porzeczkowy'} Poziom: 0 Kolumna: 14 Pozycja: 4
Kontener{masa=577, producent='Matson', towar='Procesor'} Poziom: 0 Kolumna: 14 Pozycja: 5
Kontener{masa=372, producent='CMA CMG', towar='Sok pomarańczowy'} Poziom: 0 Kolumna: 14 Pozycja: 6
Kontener{masa=729, producent='CMA CMG', towar='Sok jabłkowy'} Poziom: 0 Kolumna: 14 Pozycja: 7
Kontener{masa=413, producent='Matson', towar='Komputer'} Poziom: 0 Kolumna: 14 Pozycja: 8
Kontener{masa=664, producent='CMA CMG', towar='Sok porzeczkowy'} Poziom: 0 Kolumna: 14 Pozycja: 9
Kontener{masa=9794, producent='Matson', towar='Banany'} Poziom: 0 Kolumna: 14 Pozycja: 10
Kontener{masa=9792, producent='COSCO', towar='Banany'} Poziom: 0 Kolumna: 14 Pozycja: 11
Kontener{masa=9792, producent='Matson', towar='Ropa'} Poziom: 0 Kolumna: 14 Pozycja: 12
Kontener{masa=9791, producent='Matson', towar='Banany'} Poziom: 0 Kolumna: 14 Pozycja: 13
Kontener{masa=9789, producent='Maersk', towar='Rozpuszczalnik'} Poziom: 0 Kolumna: 14 Pozycja: 14
Kontener{masa=9788, producent='CMA CMG', towar='Kwas'} Poziom: 0 Kolumna: 14 Pozycja: 15
Kontener{masa=9787, producent='COSCO', towar='Banany'} Poziom: 0 Kolumna: 14 Pozycja: 16
Kontener{masa=9787, producent='Evergreen', towar='Rozpuszczalnik'} Poziom: 0 Kolumna: 14 Pozycja: 17
Kontener{masa=9786, producent='CMA CMG', towar='Farba'} Poziom: 0 Kolumna: 14 Pozycja: 18
Kontener{masa=9785, producent='Swire', towar='Kwas'} Poziom: 0 Kolumna: 14 Pozycja: 19
Kontener{masa=896, producent='Swire', towar='Telewizor'} Poziom: 0 Kolumna: 14 Pozycja: 20
Kontener{masa=772, producent='Swire', towar='Telewizor'} Poziom: 0 Kolumna: 14 Pozycja: 21
Kontener{masa=815, producent='Swire', towar='Procesor'} Poziom: 0 Kolumna: 14 Pozycja: 22
Kontener{masa=419, producent='Swire', towar='Telefon'} Poziom: 0 Kolumna: 14 Pozycja: 23
Kontener{masa=213, producent='Matson', towar='Komputer'} Poziom: 0 Kolumna: 14 Pozycja: 24
Kontener{masa=961, producent='CMA CMG', towar='Komputer'} Poziom: 0 Kolumna: 14 Pozycja: 25
Kontener{masa=345, producent='CMA CMG', towar='Rozpuszczalnik'} Poziom: 0 Kolumna: 14 Pozycja: 26
Kontener{masa=510, producent='Swire', towar='Sok wiśniowy'} Poziom: 0 Kolumna: 14 Pozycja: 27
Kontener{masa=839, producent='COSCO', towar='Sok porzeczkowy'} Poziom: 0 Kolumna: 14 Pozycja: 28
Kontener{masa=741, producent='Maersk', towar='Telefon'} Poziom: 0 Kolumna: 14 Pozycja: 29
Kontener{masa=153, producent='Swire', towar='Telewizor'} Poziom: 0 Kolumna: 15 Pozycja: 0
Kontener{masa=28, producent='Maersk', towar='Sok wiśniowy'} Poziom: 0 Kolumna: 15 Pozycja: 1
Kontener{masa=1345, producent='Evergreen', towar='Kwas'} Poziom: 0 Kolumna: 15 Pozycja: 2
Kontener{masa=210, producent='Matson', towar='Sok jabłkowy'} Poziom: 0 Kolumna: 15 Pozycja: 3
Kontener{masa=414, producent='COSCO', towar='Telefon'} Poziom: 0 Kolumna: 15 Pozycja: 4
Kontener{masa=895, producent='Swire', towar='Ropa'} Poziom: 0 Kolumna: 15 Pozycja: 5
Kontener{masa=2298, producent='Maersk', towar='Banany'} Poziom: 0 Kolumna: 15 Pozycja: 6
Kontener{masa=2504, producent='Evergreen', towar='Banany'} Poziom: 0 Kolumna: 15 Pozycja: 7
Kontener{masa=344, producent='Matson', towar='Telewizor'} Poziom: 0 Kolumna: 15 Pozycja: 8
Kontener{masa=216, producent='Maersk', towar='Telefon'} Poziom: 0 Kolumna: 15 Pozycja: 9
Kontener{masa=9785, producent='Maersk', towar='Banany'} Poziom: 0 Kolumna: 15 Pozycja: 10
Kontener{masa=9783, producent='Evergreen', towar='Banany'} Poziom: 0 Kolumna: 15 Pozycja: 11
Kontener{masa=9783, producent='Evergreen', towar='Banany'} Poziom: 0 Kolumna: 15 Pozycja: 12
Kontener{masa=9782, producent='Maersk', towar='Ropa'} Poziom: 0 Kolumna: 15 Pozycja: 13
Kontener{masa=9781, producent='Swire', towar='Banany'} Poziom: 0 Kolumna: 15 Pozycja: 14
Kontener{masa=9781, producent='Swire', towar='Banany'} Poziom: 0 Kolumna: 15 Pozycja: 15
Kontener{masa=9779, producent='CMA CMG', towar='Farba'} Poziom: 0 Kolumna: 15 Pozycja: 16
Kontener{masa=9778, producent='Swire', towar='Kwas'} Poziom: 0 Kolumna: 15 Pozycja: 17
Kontener{masa=9776, producent='CMA CMG', towar='Banany'} Poziom: 0 Kolumna: 15 Pozycja: 18
Kontener{masa=9773, producent='Maersk', towar='Farba'} Poziom: 0 Kolumna: 15 Pozycja: 19
Kontener{masa=110, producent='Evergreen', towar='Komputer'} Poziom: 0 Kolumna: 15 Pozycja: 20
Kontener{masa=85, producent='Maersk', towar='Komputer'} Poziom: 0 Kolumna: 15 Pozycja: 21
Kontener{masa=662, producent='Swire', towar='Sok jabłkowy'} Poziom: 0 Kolumna: 15 Pozycja: 22
Kontener{masa=955, producent='Evergreen', towar='Telewizor'} Poziom: 0 Kolumna: 15 Pozycja: 23
Kontener{masa=85, producent='Evergreen', towar='Procesor'} Poziom: 0 Kolumna: 15 Pozycja: 24
Kontener{masa=364, producent='CMA CMG', towar='Komputer'} Poziom: 0 Kolumna: 15 Pozycja: 25
Kontener{masa=579, producent='Swire', towar='Telewizor'} Poziom: 0 Kolumna: 15 Pozycja: 26
Kontener{masa=572, producent='Evergreen', towar='Telewizor'} Poziom: 0 Kolumna: 15 Pozycja: 27
Kontener{masa=361, producent='Maersk', towar='Komputer'} Poziom: 0 Kolumna: 15 Pozycja: 28
Kontener{masa=513, producent='COSCO', towar='Sok porzeczkowy'} Poziom: 0 Kolumna: 15 Pozycja: 29
Kontener{masa=817, producent='Maersk', towar='Sok jabłkowy'} Poziom: 0 Kolumna: 16 Pozycja: 0
Kontener{masa=1192, producent='Evergreen', towar='Rozpuszczalnik'} Poziom: 0 Kolumna: 16 Pozycja: 1
Kontener{masa=841, producent='COSCO', towar='Sok wiśniowy'} Poziom: 0 Kolumna: 16 Pozycja: 2
Kontener{masa=865, producent='Swire', towar='Farba'} Poziom: 0 Kolumna: 16 Pozycja: 3
Kontener{masa=961, producent='Evergreen', towar='Sok porzeczkowy'} Poziom: 0 Kolumna: 16 Pozycja: 4
Kontener{masa=832, producent='Maersk', towar='Banany'} Poziom: 0 Kolumna: 16 Pozycja: 5
Kontener{masa=457, producent='COSCO', towar='Procesor'} Poziom: 0 Kolumna: 16 Pozycja: 6
Kontener{masa=376, producent='CMA CMG', towar='Komputer'} Poziom: 0 Kolumna: 16 Pozycja: 7
Kontener{masa=2028, producent='CMA CMG', towar='Ropa'} Poziom: 0 Kolumna: 16 Pozycja: 8
Kontener{masa=2482, producent='CMA CMG', towar='Banany'} Poziom: 0 Kolumna: 16 Pozycja: 9
Kontener{masa=9772, producent='Matson', towar='Ropa'} Poziom: 0 Kolumna: 16 Pozycja: 10
Kontener{masa=9771, producent='Evergreen', towar='Farba'} Poziom: 0 Kolumna: 16 Pozycja: 11
